row_index,question,ground_truth,vbpl_extracted,vbpl_count,bucket,split
1271,Những dịch vụ nào được hiểu là 'dịch vụ thanh toán thực hiện thông qua tài khoản thanh toán của khách hàng' theo Nghị định?,"Theo khoản 1 Điều 17 Nghị định 52/2024/NĐ-CP quy định như sau:
Điều 17. Dịch vụ thanh toán qua tài khoản thanh toán của khách hàng
1. Dịch vụ thanh toán qua tài khoản thanh toán của khách hàng, bao gồm:
a) Cung ứng phương tiện thanh toán;
b) Thực hiện dịch vụ thanh toán: séc, lệnh chi, ủy nhiệm chi, nhờ thu, ủy nhiệm thu, thẻ ngân hàng, chuyển tiền, thu hộ, chi hộ;
c) Các dịch vụ thanh toán khác thực hiện theo quy định của Ngân hàng Nhà nước.[...]
Theo đó, dịch vụ thanh toán qua tài khoản thanh toán của khách hàng gồm:
- Cung ứng phương tiện thanh toán;
- Thực hiện dịch vụ thanh toán: séc, lệnh chi, ủy nhiệm chi, nhờ thu, ủy nhiệm thu, thẻ ngân hàng, chuyển tiền, thu hộ, chi hộ;
- Các dịch vụ thanh toán khác thực hiện theo quy định của Ngân hàng Nhà nước.",52/2024/NĐ-CP,1,answerable,evaluate
1288,"Theo quy định hiện hành, tổ chức có thẩm quyền gửi yêu cầu bằng văn bản có thể yêu cầu ngân hàng phong tỏa tài khoản thanh toán của người dân hay không?","Căn cứ theo điểm b khoản 1 Điều 11 Nghị định 52/2024/NĐ-CP quy định về việc phong tỏa tài khoản thanh toán như sau:Điều 11. Phong tỏa tài khoản thanh toán1. Tài khoản thanh toán bị phong tỏa một phần hoặc toàn bộ số dư trên tài khoản thanh toán trong các trường hợp sau:a) Theo thỏa thuận trước giữa chủ tài khoản thanh toán và tổ chức cung ứng dịch vụ thanh toán hoặc theo yêu cầu của chủ tài khoản;b) Khi có quyết định hoặc yêu cầu bằng văn bản của cơ quan có thẩm quyền theo quy định của pháp luật;c) Khi tổ chức cung ứng dịch vụ thanh toán phát hiện có nhầm lẫn, sai sót khi ghi Có nhầm vào tài khoản thanh toán của khách hàng hoặc thực hiện theo yêu cầu hoàn trả lại tiền của tổ chức cung ứng dịch vụ thanh toán chuyển tiền do có nhầm lẫn, sai sót so với lệnh thanh toán của bên chuyển tiền sau khi ghi Có vào tài khoản thanh toán của khách hàng. Số tiền bị phong tỏa trên tài khoản thanh toán không được vượt quá số tiền bị nhầm lẫn, sai sót;d) Khi có yêu cầu phong tỏa của một trong các chủ tài khoản thanh toán chung trừ trường hợp có thỏa thuận trước bằng văn bản giữa tổ chức cung ứng dịch vụ thanh toán và các chủ tài khoản thanh toán chung.[...]Như vậy, tài khoản thanh toán sẽ bị phong tỏa một phần hoặc toàn bộ số dư trên tài khoản thanh toán khi có yêu cầu bằng văn bản của cơ quan có thẩm quyền theo quy định của pháp luật.",52/2024/NĐ-CP,1,answerable,evaluate
1289,"Khi một tài khoản thanh toán bị phong tỏa, số dư bị khóa được xử lý như thế nào và khách hàng có được biết về việc phong tỏa không?","Căn cứ theo khoản 4 Điều 6 Thông tư 17/2024/TT-NHNN quy định về việc phong tỏa tài khoản thanh toán như sau:Điều 6. Phong tỏa tài khoản thanh toán[...]3. Sau khi phong tỏa tài khoản thanh toán, tổ chức cung ứng dịch vụ thanh toán phải thông báo cho chủ tài khoản thanh toán hoặc người đại diện theo pháp luật, người giám hộ của cá nhân mở tài khoản thanh toán quy định tại điểm b, c khoản 1 Điều 11 Thông tư này (sau đây gọi chung là người đại diện) biết về lý do và phạm vi phong tỏa tài khoản thanh toán (trừ trường hợp cơ quan có thẩm quyền có văn bản yêu cầu tổ chức cung ứng dịch vụ thanh toán không thông báo cho khách hàng về việc phong tỏa tài khoản thanh toán). Hình thức thông báo theo thỏa thuận mở, sử dụng tài khoản thanh toán quy định tại Điều 13 Thông tư này.4. Số tiền bị phong tỏa trên tài khoản thanh toán phải được bảo toàn và kiểm soát chặt chẽ theo nội dung phong tỏa. Trường hợp tài khoản thanh toán bị phong tỏa một phần số tiền trên tài khoản thanh toán thì phần không bị phong tỏa vẫn được sử dụng bình thường.Như vậy, số tiền bị phong tỏa trên tài khoản thanh toán phải được bảo toàn và kiểm soát chặt chẽ theo nội dung phong tỏa.Lưu ý:Trong trường hợp tài khoản thanh toán bị phong tỏa một phần số tiền trên tài khoản thanh toán thì phần không bị phong tỏa vẫn được sử dụng bình thường.Việc chấm dứt phong tỏa tài khoản thanh toán sẽ bao gồm những trường hợp nào?",17/2024/TT-NHNN,1,answerable,evaluate
1306,Những loại giấy tờ tùy thân nào ngân hàng được chấp nhận khi một cá nhân nước ngoài đến mở tài khoản thanh toán?,"Căn cứ khoản 2 Điều 12 Thông tư 17/2024/TT-NHNN thì tài liệu, thông tin, dữ liệu để xác minh thông tin nhận biết khách hàng là cá nhân bao gồm những giấy tờ sau:

Điều 12. Hồ sơ mở tài khoản thanh toán[…]2. Tài liệu, thông tin, dữ liệu về giấy tờ tùy thân của khách hàng là cá nhân:
a) Trường hợp cá nhân là công dân Việt Nam: Thẻ căn cước công dân, Thẻ căn cước hoặc Căn cước điện tử (thông qua việc truy cập vào tài khoản định danh điện tử mức độ 02) hoặc Chứng minh nhân dân hoặc Giấy khai sinh đối với người dưới 14 tuổi;
b) Trường hợp cá nhân là người gốc Việt Nam chưa xác định được quốc tịch: Giấy chứng nhận căn cước;
c) Trường hợp cá nhân là người nước ngoài:(i) Hộ chiếu, đối với người nước ngoài cư trú tại Việt Nam phải có thêm thị thực nhập cảnh hoặc giấy tờ có giá trị thay thị thực hoặc giấy tờ chứng minh được miễn thị thực nhập cảnh; hoặc(ii) Danh tính điện tử (thông qua việc truy cập vào tài khoản định danh điện tử mức độ 02).[…] 

Theo đó, tài liệu, thông tin, dữ liệu về giấy tờ tùy thân của khách hàng cá nhân là người nước ngoài mở tài khoản thanh toán tại ngân hàng bao gồm:
- Hộ chiếu; nếu là người nước ngoài cư trú tại Việt Nam thì phải kèm theo thị thực nhập cảnh hoặc giấy tờ có giá trị thay thị thực hoặc giấy tờ chứng minh được miễn thị thực nhập cảnh;
- Hoặc sử dụng Danh tính điện tử (thông qua việc truy cập vào tài khoản định danh điện tử mức độ 02).

(Trích nguyên văn quy định nêu trên tại khoản 2 Điều 12 Thông tư 17/2024/TT-NHNN.)",17/2024/TT-NHNN,1,answerable,evaluate
1311,"Trong những trường hợp cụ thể nào doanh nghiệp hoặc tổ chức được kê khai và nộp các khoản thuế, phí vào ngân sách bằng ngoại tệ tự do chuyển đổi?","Trường hợp nào được nộp thuế bằng ngoại tệ tự do chuyển đổi?Đồng tiền khai thuế, nộp thuế bằng ngoại tệ tự do chuyển đổi và tỷ giá giao dịch thực tế được quy định tại Điều 4 Thông tư 80/2021/TT-BTC:Theo đó, 04 trường hợp khai thuế, nộp thuế bằng ngoại tệ tự do chuyển đổi bao gồm:- Hoạt động tìm kiếm, thăm dò, khai thác dầu khí (trừ trường hợp dầu thô, condensate, khí thiên nhiên bán tại thị trường Việt Nam hoặc Chính phủ có quy định khác) gồm:+ Thuế tài nguyên, thuế thu nhập doanh nghiệp;+ Phụ thu đối với phần dầu lãi được chia khi giá dầu thô biến động tăng; tiền lãi dầu, khí nước chủ nhà được chia;+ Tiền hoa hồng chữ ký;+ Tiền hoa hồng phát hiện thương mại dầu, khí;+ Tiền hoa hồng sản xuất;+ Tiền đọc và sử dụng tài liệu dầu, khí; tiền đền bù không thực hiện các cam kết tối thiểu;+ Thuế thu nhập doanh nghiệp đối với thu nhập từ chuyển nhượng quyền lợi tham gia hợp đồng dầu khí;+ Thuế đặc biệt, khoản phụ thu và thuế thu nhập doanh nghiệp từ kết dư phần dầu để lại của hoạt động dầu khí của Liên doanh Vietsovpetro tại Lô 09.1 thực hiện khai, nộp vào ngân sách nhà nước bằng loại ngoại tệ tự do chuyển đổi sử dụng trong giao dịch thanh toán.- Phí, lệ phí và các khoản thu khác do các cơ quan đại diện nước Cộng hòa xã hội chủ nghĩa Việt Nam ở nước ngoài thực hiện thu:Khai và nộp vào ngân sách nhà nước bằng loại ngoại tệ tự do chuyển đổi được quy định tại văn bản quy định về mức thu phí, lệ phí và các khoản thu khác.- Phí, lệ phí do các cơ quan, tổ chức tại Việt Nam được phép thu phí, lệ phí bằng ngoại tệ:Khai và nộp vào ngân sách nhà nước bằng loại ngoại tệ tự do chuyển đổi được quy định tại văn bản quy định về mức thu phí, lệ phí.- Hoạt động kinh doanh thương mại điện tử, kinh doanh dựa trên nền tảng số và các dịch vụ khác của nhà cung cấp ở nước ngoài không có cơ sở thường trú tại Việt Nam:Khai và nộp vào ngân sách nhà nước bằng loại ngoại tệ tự do chuyển đổi.",80/2021/TT-BTC,1,answerable,evaluate
1338,Quy định pháp luật về việc xác định loại tiền (VNĐ hay ngoại tệ) dùng để thanh toán khi thương lượng bộ chứng từ theo thư tín dụng là gì?,"Căn cứ theo Điều 33 Thông tư 21/2024/TT-NHNN quy định về đồng tiền thương lượng thanh toán như sau:
Điều 33. Đồng tiền thương lượng thanh toán
1. Đối với bộ chứng từ theo thư tín dụng phát hành bằng đồng Việt Nam, ngân hàng thương lượng thanh toán bằng đồng Việt Nam cho khách hàng.
2. Đối với bộ chứng từ theo thư tín dụng phát hành bằng ngoại tệ, ngân hàng thương lượng thanh toán bằng ngoại tệ ghi trên thư tín dụng hoặc thương lượng thanh toán quy đổi ra đồng Việt Nam, đồng ngoại tệ khác theo tỷ giá thỏa thuận.

Như vậy, đồng tiền thương lượng thanh toán được quy định như sau:
- Đối với bộ chứng từ theo thư tín dụng phát hành bằng đồng Việt Nam, ngân hàng thương lượng thanh toán bằng đồng Việt Nam cho khách hàng.
- Đối với bộ chứng từ theo thư tín dụng phát hành bằng ngoại tệ, ngân hàng thương lượng thanh toán bằng ngoại tệ ghi trên thư tín dụng hoặc thương lượng thanh toán quy đổi ra đồng Việt Nam, đồng ngoại tệ khác theo tỷ giá thỏa thuận.",21/2024/TT-NHNN,1,answerable,evaluate
1397,"Theo Nghị định 52/2024/NĐ-CP, những tình huống cụ thể nào khiến tài khoản thanh toán của khách hàng bị đóng?","Tại khoản 1 Điều 12 Nghị định 52/2024/NĐ-CP có quy định về 06 trường hợp đóng tài khoản thanh toán bao gồm:

(1) Chủ tài khoản thanh toán có yêu cầu và đã thực hiện đầy đủ các nghĩa vụ liên quan đến tài khoản thanh toán;

(2) Chủ tài khoản thanh toán là cá nhân bị chết, bị tuyên bố đã chết;

(3) Tổ chức có tài khoản thanh toán chấm dứt hoạt động theo quy định của pháp luật;

(4) Chủ tài khoản thanh toán vi phạm hành vi bị cấm về tài khoản thanh toán như sau:
- Mở hoặc duy trì tài khoản thanh toán, ví điện tử nặc danh, mạo danh; mua, bán, thuê, cho thuê, mượn, cho mượn tài khoản thanh toán, ví điện tử; thuê, cho thuê, mua, bán, mở hộ thẻ ngân hàng (trừ trường hợp thẻ trả trước vô danh); lấy cắp, thông đồng để lấy cắp, mua, bán thông tin tài khoản thanh toán, thông tin thẻ ngân hàng, thông tin ví điện tử.
- Thực hiện, tổ chức thực hiện hoặc tạo điều kiện thực hiện các hành vi: sử dụng, lợi dụng tài khoản thanh toán, phương tiện thanh toán, dịch vụ thanh toán, dịch vụ trung gian thanh toán để đánh bạc, tổ chức đánh bạc, gian lận, lừa đảo, kinh doanh trái pháp luật và thực hiện các hành vi vi phạm pháp luật khác.

(5) Các trường hợp theo thỏa thuận trước bằng văn bản giữa chủ tài khoản thanh toán với tổ chức cung ứng dịch vụ thanh toán;

(6) Các trường hợp khác theo quy định của pháp luật.",52/2024/NĐ-CP,1,answerable,evaluate
1442,Những yêu cầu chung về phẩm chất đạo đức và chính trị mà một công chức làm việc trong hệ thống ngân hàng phải đáp ứng là gì?,"Căn cứ theo quy định tại Điều 3 Thông tư 14/2022/TT-NHNN, tiêu chuẩn chung về phẩm chất của công chức ngân hàng đó là:
- Có bản lĩnh chính trị vững vàng, kiên định với chủ nghĩa Mác - Lênin, tư tưởng Hồ Chí Minh; nắm vững chủ trương, đường lối, quy định của Đảng, chính sách, pháp luật của Nhà nước; trung thành với Tổ quốc; bảo vệ lợi ích của Nhà nước, của nhân dân.
- Thực hiện đầy đủ nghĩa vụ của công chức theo quy định của pháp luật; nghiêm túc chấp hành sự phân công nhiệm vụ của cấp trên; tuân thủ pháp luật, giữ vững kỷ luật, kỷ cương, trật tự hành chính; gương mẫu thực hiện nội quy, quy chế của cơ quan.
- Tận tụy, trách nhiệm, liêm khiết, trung thực, khách quan, công tâm và gương mẫu trong thực thi công vụ; lịch sự, văn hóa và chuẩn mực trong giao tiếp, phục vụ nhân dân.
- Có lối sống và sinh hoạt lành mạnh, khiêm tốn, đoàn kết; cần, kiệm, liêm, chính, chí công vô tư; không lợi dụng việc công để mưu cầu lợi ích cá nhân; không quan liêu, tham nhũng, lãng phí, tiêu cực.
- Thường xuyên có ý thức học tập, rèn luyện nâng cao phẩm chất chính trị, đạo đức lối sống, đạo đức công vụ và trình độ, năng lực.",14/2022/TT-NHNN,1,answerable,evaluate
1464,"Theo quy định hiện hành, khi dùng thẻ ngân hàng thì phải giao dịch bằng tiền tệ nào (trong nước và khi ở nước ngoài)?","Căn cứ theo Điều 4 Thông tư 18/2024/TT-NHNN quy định về đồng tiền sử dụng trong giao dịch thẻ như sau:Điều 4. Đồng tiền sử dụng trong giao dịch thẻ1. Trên lãnh thổ Việt Nam:a) Giao dịch rút tiền mặt bằng thẻ phải được thực hiện bằng đồng Việt Nam;b) Đối với các giao dịch thẻ khác:(i) Đồng tiền giao dịch là đồng Việt Nam. Trường hợp được sử dụng ngoại hối để giao dịch theo quy định pháp luật về quản lý ngoại hối thì đồng tiền thể hiện trong giao dịch là đồng Việt Nam hoặc đồng Việt Nam và ngoại tệ;(ii) Đồng tiền thanh toán là đồng Việt Nam. Các ĐVCNT chỉ được nhận thanh toán bằng đồng Việt Nam từ TCTTT;c) Trường hợp cần quy đổi từ ngoại tệ ra đồng Việt Nam, tỷ giá giữa đồng Việt Nam và ngoại tệ theo tỷ giá do các bên thỏa thuận phù hợp với quy định của Ngân hàng Nhà nước.2. Ngoài lãnh thổ Việt Nam:Khi thực hiện giao dịch thẻ ngoài lãnh thổ Việt Nam, chủ thẻ phải thực hiện thanh toán cho TCPHT bằng đồng Việt Nam theo tỷ giá do các bên thỏa thuận phù hợp với quy định của Ngân hàng Nhà nước.Như vậy, đồng tiền sử dụng trong giao dịch thẻ ngân hàng là[1] Trên lãnh thổ Việt Nam:- Giao dịch rút tiền mặt bằng thẻ phải được thực hiện bằng đồng Việt Nam;- Đối với các giao dịch thẻ khác:+ Đồng tiền giao dịch là đồng Việt Nam. Trường hợp được sử dụng ngoại hối để giao dịch theo quy định pháp luật về quản lý ngoại hối thì đồng tiền thể hiện trong giao dịch là đồng Việt Nam hoặc đồng Việt Nam và ngoại tệ;+ Đồng tiền thanh toán là đồng Việt Nam. Các ĐVCNT chỉ được nhận thanh toán bằng đồng Việt Nam từ TCTTT;- Trường hợp cần quy đổi từ ngoại tệ ra đồng Việt Nam, tỷ giá giữa đồng Việt Nam và ngoại tệ theo tỷ giá do các bên thỏa thuận phù hợp với quy định của Ngân hàng Nhà nước.[2] Ngoài lãnh thổ Việt Nam:Khi thực hiện giao dịch thẻ ngoài lãnh thổ Việt Nam, chủ thẻ phải thực hiện thanh toán cho TCPHT bằng đồng Việt Nam theo tỷ giá do các bên thỏa thuận phù hợp với quy định của Ngân hàng Nhà nước.",18/2024/TT-NHNN,1,answerable,evaluate
1532,"Từ ngày 17/7/2024, những biện pháp an toàn bắt buộc nào phải được tổ chức cung ứng ví điện tử thực hiện để bảo vệ khách hàng theo Thông tư 40/2024/TT-NHNN?","Căn cứ Điều 29 Thông tư 40/2024/TT-NHNN quy định các biện pháp đảm bảo an toàn khi cung ứng dịch vụ ví điện tử cho khách hàng bao gồm:- Ký hợp đồng hoặc thỏa thuận với ngân hàng hợp tác, các bên liên quan phù hợp với nội dung Giấy phép đã được Ngân hàng Nhà nước cấp và quy định tại Thông tư 40/2024/TT-NHNN- Thực hiện các nội dung quy định tại Điều 9 Thông tư 40/2024/TT-NHNN- Phối hợp với ngân hàng hợp tác có cơ chế đảm bảo khả năng thanh toán đối với dịch vụ ví điện tử tuân thủ quy định tại Điều 27 Thông tư 40/2024/TT-NHNN- Ban hành quy định nội bộ về các biện pháp xử lý để ngăn chặn khách hàng sử dụng ví điện tử khi chưa liên kết hoặc không còn liên kết ví điện tử với tài khoản đồng Việt Nam hoặc thẻ ghi nợ của chính khách hàng.",40/2024/TT-NHNN,1,answerable,evaluate
1551,Làm thế nào để tra cứu tình trạng nợ xấu cá nhân chỉ bằng CMND/CCCD?,"Theo khoản 8 Điều 3 Thông tư 11/2021/TT-NHNN, nợ xấu (NPL) là nợ xấu nội bảng, gồm nợ thuộc các nhóm 3, 4 và 5 quy định tại Điều 10 Thông tư 11/2021/TT-NHNN.
Dưới đây là hướng dẫn kiểm tra nợ xấu cá nhân bằng CMND/CCCD:
Cách 1: Kiểm tra nợ xấu bằng CMND/CCCD thông qua website CIC:
Bước 1: Truy cập vào trang web CIC https://cic.gov.vn và chọn đăng ký tài khoản (nếu đã có tài khoản đăng nhập thì chọn đăng nhập
Bước 2: Chọn đối tượng là cá nhân hpặc doanh nghiệp sau đó điền đầy đủ và chính xác các thông tin có dấu * và tạo mật khẩu đăng nhập, sau đó chọn tiếp tục.
Bước 3: Nhập mã OTP được gửi về số điện thoại đã đăng ký, sau đó chọn ""Tiếp tục""
Bước 4: Sau 01 ngày hệ thống sẽ gọi điện để xác thực thông tin và nhận kết quả đăng ký, tên đăng nhập, mật khẩu qua SMS/Email.
Bước 5: Sau khi thông tin được xác nhận, người dùng có thể truy cập vào website CIC để đăng nhập và chọn “Khai thác báo cáo”, chọn ""thông tin tín dụng"" để kiểm tra nợ xấu.

Cách 2: Kiểm tra nợ xấu bằng CMND/CCCD thông qua ngân hàng:
Bước 1: Mang theo CMND/CCCD bản gốc đến ngân hàng.
Bước 2: Yêu cầu nhân viên hỗ trợ kiểm tra nợ xấu.
Bước 3: Cung cấp thông tin cá nhân theo hướng dẫn của nhân viên.
Bước 4: Cá nhân nhận được kết quả có đang bị nợ xấu không, đồng thời cũng sẽ biết được tổng nợ xấu, chi tiết các khoản nợ như thế nào.",11/2021/TT-NHNN,1,answerable,evaluate
1558,Những quy định nào của Nghị định 52/2024/NĐ-CP bắt buộc tổ chức cung ứng dịch vụ thanh toán áp dụng để đảm bảo an toàn và bảo mật cho các giao dịch thanh toán?,"Theo Điều 29 Nghị định 52/2024/NĐ-CP quy định việc đảm bảo an toàn, bảo mật trong thanh toán như sau:
- Tổ chức cung ứng dịch vụ thanh toán, tổ chức cung ứng dịch vụ trung gian thanh toán phải áp dụng các biện pháp đảm bảo an toàn, bảo mật trong thanh toán theo quy định của pháp luật và được quy định các biện pháp đảm bảo an toàn trong hoạt động thanh toán phù hợp với các quy định pháp luật liên quan. Khách hàng sử dụng dịch vụ có nghĩa vụ tuân thủ các biện pháp đảm bảo an toàn, bảo mật trong thanh toán theo quy định và hướng dẫn của các tổ chức cung ứng dịch vụ.
- Tổ chức cung ứng dịch vụ thanh toán, tổ chức cung ứng dịch vụ trung gian thanh toán phải có biện pháp kiểm tra, giám sát các đơn vị chấp nhận thanh toán nhằm phát hiện và giải quyết hoặc đề nghị cơ quan nhà nước có thẩm quyền xử lý các hành vi vi phạm về hoạt động thanh toán theo quy định của pháp luật.
- Tổ chức cung ứng dịch vụ thanh toán, tổ chức cung ứng dịch vụ trung gian thanh toán phải có biện pháp quản trị rủi ro, phòng, chống việc sử dụng, lợi dụng việc cung ứng phương tiện thanh toán, dịch vụ thanh toán, dịch vụ trung gian thanh toán để đánh bạc, tổ chức đánh bạc, thực hiện giao dịch thanh toán khống (giao dịch thanh toán hàng hóa, dịch vụ mà không phát sinh việc mua bán hàng hóa hoặc cung ứng dịch vụ) hoặc các hành vi vi phạm pháp luật khác.
- Tổ chức cung ứng dịch vụ trung gian thanh toán và các tổ chức, cá nhân liên quan có nghĩa vụ cung cấp đầy đủ thông tin, giấy tờ và chứng từ theo quy định của tổ chức cung ứng dịch vụ thanh toán khi thực hiện thanh toán ngoại tệ và thanh toán quốc tế quy định tại khoản 3, khoản 5 Điều 5 Nghị định 52/2024/NĐ-CP và chịu trách nhiệm trước pháp luật về tính xác thực của các loại giấy tờ, chứng từ đã xuất trình. Tổ chức cung ứng dịch vụ thanh toán phải áp dụng các biện pháp xem xét, kiểm tra, lưu giữ các giấy tờ và chứng từ liên quan đến các giao dịch thực tế để đảm bảo việc thanh toán bằng ngoại tệ và thanh toán quốc tế thực hiện đúng mục đích và phù hợp với quy định của pháp luật.",52/2024/NĐ-CP,1,answerable,evaluate
1569,Những nội dung tối thiểu nào bắt buộc phải ghi trong hợp đồng đại lý thanh toán theo Thông tư 07/2024/TT-NHNN?,"Hợp đồng đại lý thanh toán phải có các thông tin gì?Theo quy định tại Điều 8 Thông tư 07/2024/TT-NHNN thì hợp đồng đại lý thanh toán phải có tối thiểu các nội dung sau:- Tên, địa chỉ của bên giao đại lý, người đại diện theo pháp luật hoặc người đại diện theo ủy quyền của bên giao đại lý;- Tên, địa chỉ của bên đại lý, người đại diện theo pháp luật hoặc người đại diện theo ủy quyền của bên đại lý;- Phạm vi giao đại lý, trong đó bao gồm các nội dung hoạt động được giao đại lý và hạn mức áp dụng đối với khách hàng, hạn mức áp dụng đối với bên đại lý;- Thời hạn giao đại lý;- Thời gian giao dịch hàng ngày và giờ làm việc;- Phí giao đại lý thanh toán;- Số lượng điểm đại lý hoặc danh sách điểm đại lý;- Quyền, nghĩa vụ của bên giao đại lý, bên đại lý;- Phương thức giải quyết tranh chấp;- Chấm dứt hợp đồng đại lý thanh toán.* Ngoài các nội dung quy định, các bên được thỏa thuận các nội dung khác tại hợp đồng đại lý thanh toán theo quy định tại Thông tư 07/2024/TT-NHNN và quy định của pháp luật có liên quan.",07/2024/TT-NHNN,1,answerable,evaluate
1574,"Những ai hoặc tổ chức nào được phép truy vấn dữ liệu tín dụng tại CIC theo quy định pháp luật và các văn bản sửa đổi, bổ sung?","Đối tượng nào được tra cứu thông tin tín dụng CIC?Căn cứ Điều 10 Thông tư 03/2013/TT-NHNN được bổ sung bởi khoản 4 Điều 1 Thông tư 27/2017/TT-NHNN ( có hiệu lực đến 01/01/2025) quy định đối tượng được tra cứu thông tin tín dụng CIC như sau:- Cơ quan quản lý nhà nước khai thác sản phẩm thông tin tín dụng phục vụ trực tiếp cho hoạt động nghiệp vụ về thanh tra, giám sát, điều tra, truy tố, xét xử, thi hành án; điều tra, thống kê xã hội và các mục đích khác theo quy định của pháp luật.- Các đơn vị thuộc Ngân hàng Nhà nước khai thác sản phẩm thông tin tín dụng phục vụ cho yêu cầu quản lý nhà nước của Ngân hàng Nhà nước.- Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài khai thác dịch vụ thông tin tín dụng phục vụ cho nhu cầu tìm kiếm khách hàng, đánh giá khả năng trả nợ của khách hàng, quản lý rủi ro tín dụng và các hoạt động nghiệp vụ ngân hàng khác.- Các tổ chức tự nguyện khai thác dịch vụ thông tin tín dụng phục vụ cho mục đích đánh giá khách hàng và các mục đích khác theo quy định của pháp luật.- Khách hàng vay khai thác dịch vụ thông tin tín dụng để kiểm tra thông tin về bản thân và phục vụ mục đích khác theo quy định của pháp luật.- Ngoài đối tượng quy định tại các khoản trên, tổ chức hoặc cá nhân khi khai thác dịch vụ thông tin tín dụng về khách hàng vay phải có sự đồng ý bằng văn bản của khách hàng đó.- Các tổ chức thông tin tín dụng nước ngoài được khai thác các sản phẩm thông tin tín dụng về doanh nghiệp, bao gồm những thông tin được công khai theo quy định của pháp luật trên cơ sở biên bản ghi nhớ, thỏa thuận hợp tác, hợp đồng dịch vụ ký kết với CIC. (được bổ sung bởi khoản 4 Điều 1 Thông tư 27/2017/TT-NHNN có hiệu lực đến 01/01/2025)",03/2013/TT-NHNN,1,answerable,evaluate
1576,"Theo quy định hiện hành, mỗi bó tiền giấy ở ngân hàng được đóng bao nhiêu tờ?","Căn cứ theo khoản 1 Điều 4 Thông tư 01/2014/TT-NHNN quy định như sau:
Điều 4. Đóng gói tiền mặt
1. Một bó tiền gồm 1.000 (một nghìn) tờ tiền giấy cùng mệnh giá, cùng chất liệu được đóng thành 10 (mười) thếp, mỗi thếp gồm 100 (một trăm) tờ.
2. Một bao tiền gồm 20 (hai mươi) bó tiền cùng mệnh giá, cùng chất liệu.
3. Một túi tiền gồm 1.000 (một nghìn) miếng tiền kim loại đã qua lưu thông, cùng mệnh giá được đóng thành 20 (hai mươi) thỏi, mỗi thỏi gồm 50 (năm mươi) miếng.
4. Một hộp tiền gồm 2.000 (hai nghìn) miếng tiền kim loại mới đúc, cùng mệnh giá được đóng thành 40 (bốn mươi) thỏi, mỗi thỏi gồm 50 (năm mươi) miếng.
5. Một thùng tiền kim loại gồm 10 (mười) túi tiền cùng mệnh giá.
Đối với kho tiền Trung ương và kho tiền Ngân hàng Nhà nước chi nhánh tỉnh Bình Định, một thùng tiền kim loại gồm:
a) 50 (năm mươi) túi tiền loại mệnh giá 5.000 đồng;
b) 75 (bảy mươi lăm) túi tiền loại mệnh giá 2.000 đồng; 1.000 đồng; 500 đồng;
c) 100 (một trăm) túi tiền loại mệnh giá 200 đồng.
6. Cục trưởng Cục Phát hành và Kho quỹ hướng dẫn quy cách đóng gói tiền mặt.

Theo đó, một bó tiền ngân hàng có 1.000 tờ tiền giấy cùng mệnh giá, cùng chất liệu được đóng thành 10 thếp, mỗi thếp gồm 100 tờ.",01/2014/TT-NHNN,1,answerable,evaluate
1598,Quy định pháp luật hiện hành quy định thế nào về việc áp dụng và xử lý biện pháp bảo đảm trong quan hệ bao thanh toán giữa đơn vị bao thanh toán và khách hàng?,"Căn cứ tại khoản 1 Điều 13 Thông tư 20/2024/TT-NHNN quy định bảo đảm cho hoạt động bao thanh toán như sau:

Điều 13. Bảo đảm cho hoạt động bao thanh toán
1. Việc áp dụng biện pháp bảo đảm hoặc không áp dụng biện pháp bảo đảm do đơn vị bao thanh toán và khách hàng thoả thuận. Việc thỏa thuận về biện pháp bảo đảm của đơn vị bao thanh toán với khách hàng phù hợp với quy định của pháp luật về giao dịch bảo đảm và quy định của pháp luật có liên quan.
2. Khách hàng, bên bảo đảm phải phối hợp với đơn vị bao thanh toán để xử lý biện pháp bảo đảm khi có căn cứ xử lý theo hợp đồng bao thanh toán, thỏa thuận về biện pháp bảo đảm và quy định của pháp luật có liên quan.

Như vậy, bảo đảm cho hoạt động bao thanh toán được quy định như sau:
- Việc áp dụng biện pháp bảo đảm hoặc không áp dụng biện pháp bảo đảm do đơn vị bao thanh toán và khách hàng thoả thuận.
- Việc thỏa thuận về biện pháp bảo đảm của đơn vị bao thanh toán với khách hàng phù hợp với quy định của pháp luật về giao dịch bảo đảm và quy định của pháp luật có liên quan.",20/2024/TT-NHNN,1,answerable,evaluate
